,index,title,description,image,url,k_means
2417,2417,Wereldhumanismedag ,Op 21 juni - Wereldhumanismedag - programmeert HUMAN overdag en 's nachts vijf korte films met Weerbaarheid en Veerkracht als thema: Keep on Steppin’,https://images.poms.omroep.nl/image/s2560/c2560x1440/134104.jpg,https://www.npostart.nl/wereldhumanismedag/POMS_S_HUMAN_105640,7
2418,2418,Roes ,"Nederlandse (NL) dramaserie. Met: Renee de Wit, Mees Peijnenburg, Liv Stig e.a. Serie waarin heftige verhalen worden verteld over ervaringen van jongeren onder invloed van drank en drugs. Al deze verhalen zijn gebaseerd op of geïnspireerd door de werkelijkheid. Herkenbaar voor jongeren in de middelbare schoolleeftijd, omdat ze er zelf ervaring mee hebben of er zijdelings mee in aanraking kwamen met een buurmeisje, vriend, vriendin of een klasgenoot.",,https://www.npostart.nl/roes/POMS_S_VPRO_084083,14
2419,2419,Nederland op film ,"Unieke documentaireserie, gemaakt met duizenden uren filmmateriaal van Nederlanders uit het gehele land.",https://images.npo.nl/header/2560x1440/nederland_op_film_vakantie_cdn_header-1626254264.jpg,https://www.npostart.nl/nederland-op-film/POW_03738987,12
2420,2420,Roué Verveer ,Alle cabaretregistraties van Roué Verveer.,https://images.npo.nl/header/2560x1440/651886.jpg,https://www.npostart.nl/roue-verveer/POMS_S_VARA_099842,2
2421,2421,Het beste brein van Nederland ,Het beste brein van Nederland is de unieke zoektocht naar de meest intelligente Nederlander. Een spannende wedstrijd vol visuele spellen en opdrachten zonder ook maar één kennisvraag.,https://images.npo.nl/header/2560x1440/724851.jpg,https://www.npostart.nl/het-beste-brein-van-nederland/AT_2053187,12
2422,2422,Koude Oorlog,Geschiedenisserie met onbekende Nederlandse verhalen uit de Koude Oorlog,https://images.npo.nl/header/2560x1440/Koude_oorlog_cdn_header-1637677674.jpg,https://www.npostart.nl/koude-oorlog/VPWON_1324046,13
2423,2423,Lucas ,De twaalfjarige Lucas moet het zien te redden met de drie kinderen van de nieuwe vriend van zijn moeder.,https://images.npo.nl/header/2560x1440/LC2A4053_cdn_header-1639411642.jpg,https://www.npostart.nl/lucas/POW_04425970,10
2424,2424,Au Pairs ,"Kendra, Joshua, Nikki, Chaundae en Julia vertrekken naar Rome voor het avontuur van hun leven: ze gaan drie maanden aan het werk als au pair bij Italiaanse gezinnen. Naast oppassen op kinderen, koesteren ze allemaal zo hun eigen dromen en verlangens. Worden hun hoge verwachtingen werkelijkheid?",https://images.npo.nl/header/2560x1440/au-pairs-s2_cdn_header-1624016171.jpg,https://www.npostart.nl/au-pairs/BV_101396526,10
2425,2425,Casper en Emma ,De serie draait om de twee 5-jarigen Casper en Emma die voor het eerst naar de basisschool gaan. Ze hebben allebei een knuffel: Caspers knuffel heet Welpje en Emma's knuffel heet Mevrouw Konijn. Deze knuffels kunnen praten! Casper en Emma nemen hun knuffels overal mee naar toe.,https://images.npo.nl/header/2560x1440/1325231.jpg,https://www.npostart.nl/casper-en-emma/POW_04582617,2
2426,2426,Martijn Kardol ,Alle cabaretregistraties van Martijn Kardol.,https://images.npo.nl/header/2560x1440/Martijn_Kardol_cdn_header-1613906690.jpg,https://www.npostart.nl/martijn-kardol/POMS_S_BV_16427456,2
2427,2427,Doc25 ,"Doc25 is een nieuw talententraject voor documentairemakers van de omroepen AVROTROS, BOS, EO, IKON, NTR en VPRO.",https://images.npo.nl/header/2560x1440/752465.jpg,https://www.npostart.nl/doc25/POMS_S_NPO_417381,2
2428,2428,Art XS ,"Kinderen kijken samen met kunstcriticus Hans den Hartog Jager naar een kunstwerk. Wat stelt het werk voor, is het mooi of lelijk en wat bedoelt de kunstenaar er mee?",https://images.npo.nl/header/2560x1440/743500.jpg,https://www.npostart.nl/art-xs/POMS_S_AVRO_120099,10
2429,2429,De Kleine Geschiedenisquiz ,"Vier weken lang strijden teams van o.a. politici, schrijvers, acteurs, cabaretiers en journalisten tegen elkaar om een plek te verwerven in de traditionele Grote Geschiedenisquiz op Hemelvaartsdag. Presentatie: Joost Karhof.",https://images.npo.nl/header/2560x1440/foto_Joost_Karhof_in_de_Kleine_Geschiedenisquiz___copyright_NTR_Wim_Kluvers_cdn_header-1589976576.jpg,https://www.npostart.nl/de-kleine-geschiedenisquiz/POMS_S_NTR_816996,14
2430,2430,Bep Rietveld ,"Bep Eskes-Rietveld, de dochter van architect/ontwerper Gerrit Rietveld, maakt portretten van haar medegevangenen in de verschillende Japanse interneringskampen in Nederlands-Indië waarin ze verblijft.",https://images.npo.nl/header/2560x1440/1471754.jpg,https://www.npostart.nl/bep-rietveld/NOSBepRietveld,2
2431,2431,Typisch Surinaams van Roué Verveer ,Comedyshow in het Surinaams van cabaretier Roué Verveer. Een show met typisch Surinaamse fatu's over typische Surinaamse dingen.,https://images.npo.nl/header/2560x1440/1406914.jpg,https://www.npostart.nl/typisch-surinaams-van-roue-verveer/POMS_S_NTR_16180682,3
2432,2432,De kijk van Koolhoven ,"Filmmaker Martin Koolhoven bespreekt in een reeks filmcolleges zijn favoriete films op de voor hem kenmerkende, onnavolgbare wijze: hartstochtelijk en inzichtelijk.",https://images.npo.nl/header/2560x1440/MD-Koolhoven-118_crop_cdn_header-1587197034.jpg,https://www.npostart.nl/de-kijk-van-koolhoven/VPWON_1282506,7
2433,2433,Junior Dance ,"Jonge dansers, in de leeftijd van 10 tot en met 15 jaar tonen hun ‘moves’ aan het publiek als solisten, duo’s of groepjes van maximaal drie personen. Van hip-hop tot klassiek of van streetdance tot Latin, alle dansvormen zijn toegestaan.",https://images.npo.nl/header/2560x1440/CHAN_SIG_TM_VER_groot_cdn_header-1589977481.jpg,https://www.npostart.nl/junior-dance/POMS_S_AVRO_120136,3
2434,2434,NOS Stofwisseltour ,Programma over de Stofwisseltour: fietsen voor kinderen met een stofwisselingziekte.,https://images.npo.nl/header/2560x1440/937088.jpg,https://www.npostart.nl/nos-stofwisseltour/POMS_S_NOS_9420826,5
2435,2435,De Kennis van Nu,Het wetenschapsprogramma van de NTR,https://images.npo.nl/header/2560x1440/1595027.jpg,https://www.npostart.nl/de-kennis-van-nu/VPWON_1251923,2
2436,2436,Wo ist der Bahnhof? ,"Ten gunste van de Boekenweek is de verzetsfilm van Van Kooten en De Bie in originele versie hersteld. Op de volkstuin die ze van hun vader erfden, verhalen de gebroeders Gé en Arie Temmes over hun verzetsdaad in de Tweede Wereldoorlog. Hoe Arie Temmes door een Duitse soldaat te misleiden ('Do ist der Bahnhof!') de loop van de oorlog beïnvloedde. Maar wat was de rol van hun vader, de politieagent? Dan doen de broers een gruwelijke ontdekking... 'Wo ist der Bahnhof?' werd na de uitzending in 1985 onmiddellijk tot Klassieker uitgeroepen - een eerste film waarin waarde en waarachtigheid van het verzet satirisch aan de orde werd gesteld. Een verkorte versie werd in 2003 door de tv-kijkers uitgeroepen tot 'Het beste programma van Van Kooten en De Bie'. Ter gelegenheid van de Boekenweek 2013, met zijn thema 'Gouden tijden, zwarte bladzijden', werd de film hersteld. Hij duurt nu 55 minuten, ruim 20 minuten langer dan de compilatie, en is weer voorzien van de oorspronkelijke muziek van Ennio Morricone.",https://images.npo.nl/header/2560x1440/163820.jpg,https://www.npostart.nl/wo-ist-der-bahnhof/POMS_S_VPRO_310047,7
2437,2437,50 Jaar Nederpopquiz ,"Show over de geschiedenis van de Nederlandse popmuziek. Als we de eerste single van de Tielman Brothers (Rock little baby of mine uit 1958) als beginpunt nemen bestaat de Nederlandse popmuziek dit jaar een halve eeuw. Drie generaties popmuzikanten (waaronder Jerney Kaagman, Robert-Jan Stips, Peter te Bos, Monique Klemann en Pete Philly) strijden om de Nederpop 50 Trofee. Huisband is het Utrechtse turntabletovenaarskwartet C-mon & Kypski en er zijn optredens van prominenten uit de Nederpophistorie (zoals Andy Tielman en Armand). Basis van de quiz vormen actuele reportages en unieke historische opnamen. Kortom: Een spannende quiz over 50 jaar Nederpop voor de jeugd van 8 tot 80. Presentatie: Eric Corton.",,https://www.npostart.nl/50-jaar-nederpopquiz/POMS_S_VPRO_084122,13
2438,2438,Aletta's reis ,Vijfdelige historische reisserie waarin journaliste Step Vaessen op zoek gaat naar vrouwen die in de geest van Aletta Jacobs strijden voor vrouwenrechten. Uitgangspunt is de wereldreis die Aletta in 1911 en 1912 maakte.,https://images.npo.nl/header/2560x1440/aletta_s_reis_cdn_header-1629209494.jpg,https://www.npostart.nl/alettas-reis/VPWON_1281693,12
2439,2439,Ventoux ,"Vier mannen, vrienden van weleer, beklimmen op hun racefiets de Mont Ventoux, zoals ze dat 30 jaar geleden ook deden.",https://images.npo.nl/header/2560x1440/859353.jpg,https://www.npostart.nl/ventoux/POMS_S_NTR_6233509,13
2440,2440,Nederland valt aan ,"Op de dag af 65 jaar na de eerste politionele actie tegen de Republiek Indonesië komen we met een reconstructie van de eerste dag van deze laatste grote Nederlandse oorlog. Geschiedenis van 1947 in de vorm van een modern nieuwsprogramma. Met: Fons van Westerloo (oorlogscorrespondent in Indonesië), Eef Brouwers (diplomatiek redacteur), Ed van Westerloo (politiek redacteur) en Joop Daalmeijer (verslaggever). Presentatie: Maartje van Weegen.",https://images.npo.nl/header/2560x1440/89134.jpg,https://www.npostart.nl/nederland-valt-aan/POMS_S_NTR_125799,13
2441,2441,Theatershow Jörgen Raymann: Frede ,"Theatershow. In 'Frede', het Surinaamse woord voor 'bang', laat Raymann op een hilarische manier zien waar je als mens allemaal niet angst voor kan hebben. Naast hoogtevrees, smetvrees en faalangst heeft Raymann een keur aan angsten die zijn leven beheersen. Hij neemt samen met zijn favoriete alter ego plaats op de bank om de angstigste vraag in zijn leven te beantwoorden: 'Kom ik ooit van Tante Es af of moet ik daarvoor opnieuw geboren worden?'.",https://images.npo.nl/header/2560x1440/195015.jpg,https://www.npostart.nl/theatershow-jorgen-raymann-frede/POMS_S_NTR_163640,4
2442,2442,Theatershow Veldhuis en Kemper ,"In het cabaretprogramma We moeten praten schetst V&K de stand van zaken tussen man en vrouw. De verhoudingen zijn veranderd, maar zijn de rollen niet te veel omgedraaid en stelt de vrouw inmiddels niet veel te hoge eisen? Hoe reëel is het schrikbeeld van een man die met geharste torso, voorzien van kortgeschoren schaamhaarfiguurtjes met bijpassende kleurspoeling, het lievelingsgerecht van zijn vrouw bereidt als ze belt: 'Ik moet overwerken...'.",https://images.npo.nl/header/2560x1440/1225880.jpg,https://www.npostart.nl/theatershow-veldhuis-en-kemper/POMS_S_KRO_143495,2
2443,2443,Misdaadcollege ,"In 'Misdaadcollege' vertellen onderzoeksleiders van de politie, Officieren van Justitie, forensisch specialisten en andere directbetrokkenen onder leiding van Rick Nieman voor één keer in detail hoe ze een geruchtmakende misdaadzaak wisten op te lossen. Het publiek heeft daarbij de mogelijkheid om vragen te stellen over het verloop van het onderzoek.",https://images.npo.nl/header/2560x1440/Misdaadcollege_cdn_header-1587171551.jpg,https://www.npostart.nl/misdaadcollege/POW_04215825,2
2444,2444,DNA ,"Rolf Larsen is rechercheur en leidt een gelukkig bestaan met zijn vrouw en hun dochtertje Andrea. Om de ontvoering van een baby te onderzoeken, besluit hij naar Polen te gaan en Andrea mee te nemen op de veerboot. Maar als hij haar daar heel even alleen laat en hij terugkomt, is ze verdwenen.",https://images.npo.nl/header/2560x1440/DNA__cdn_header-1627313273.jpg,https://www.npostart.nl/dna/POW_04602060,2
2445,2445,Swanenburg ,"Wanneer pater familias Jack Praal wordt geconfronteerd met zijn grootste angst en zijn jongste zoon Dirk in verband wordt gebracht met de dood van een vrouw, zet de familie Praal alles opzij om de boel te redden. Maar niet iedereen lijkt het spel volgens dezelfde regels te spelen.",https://images.npo.nl/header/2560x1440/Swanenburg_serieafbeelding_cdn_header-1626957933.jpg,https://www.npostart.nl/swanenburg/KN_1726622,2
2446,2446,Couscous & cola ,"8-delige docuserie over een groep jongeren die elkaar kennen via een debatclub op school. Ze worden gevolgd thuis bij hun ouders, bij sollicitaties, op het werk, in de liefde en tijdens hun reis door Afrika. Patrick gaat met hen de confrontatie aan met Afrika. Het continent waar ze vandaan komen, dat ze achter zich hebben gelaten omdat het niet goed genoeg was, maar wat ze op hun beurt nu weer aan het idealiseren zijn. Hun reis brengt hen terug naar hun roots, verloren vrienden en familieleden. Maar het vertelt ook het verhaal van jongeren die het shoppen van merkkleding belangrijk vinden en de stoffige wegen van Afrika het liefst op naaldhakken bewandelen. Afl.4. Iedereen is van school af, studeert verder of werkt. Patrick volgt Akosua (19 jaar), Deborah (20 jaar), Fidel (18 jaar), Ilknur (18 jaar), Ismahan (22 jaar), Kacem (19 jaar), Mo (22 jaar), Ramy (21 jaar), Wafae (22 jaar) en Youssef (19 jaar) in hun dagelijks leven en bekijkt hoe zij omgaan met de vele kansen, keuzes en verplichtingen die het leven in Nederland hen biedt. Tevens volgt hij hun discussies over trouwen, seks, moederschap en het leger ingaan. Maar de camera volgt hen ook als zij het debat aangaan over andere zaken die hen aan het hart gaan. Zo is Mo een van de vele asielzoekers die vallen onder het Generaal Pardon. Hij gaat samen met de anderen het gesprek aan met Minister Verdonk. En met De Lama's gaan de jongeren in debat over de grenzen van humor. Presentatie: Patrick Lodiers.",,https://www.npostart.nl/couscous-cola/POMS_S_BNN_097247,13
2447,2447,TV Lab 2013 ,TV Lab? Huh? Wat? Nou dit dus. TV Lab is de experimentele week van Nederland 3 vol vernieuwende programma's. Van 12 augustus tot en met 16 augustus staat Nederland 3 volledig in het teken van nieuwe formats en interactie met het publiek.,https://images.npo.nl/header/2560x1440/208603.jpg,https://www.npostart.nl/tv-lab-2013/POMS_S_BNN_123490,11
2448,2448,Musical Doe Maar ,Musical Doe Maar,https://images.poms.omroep.nl/image/s2560/c2560x1440/132438.jpg,https://www.npostart.nl/musical-doe-maar/POMS_S_AVRO_096883,2
2449,2449,Kanniewaarzijn ,"Astrid Joosten stelt - ondersteund door een team van gerenommeerde cabaretiers en andere prominenten - absurde situaties aan de orde, die voortkomen uit de regelgeving en het gedrag van overheden, instanties, bedrijven en burgers.",https://images.npo.nl/header/2560x1440/kanniewaarzijn-bnnvara-credits-annemieke-van-der-togt_cdn_header-1590103649.jpg,https://www.npostart.nl/kanniewaarzijn/VARA_101377710,2
2450,2450,De 100-jarige man die uit het raam klom en verdween ,"Zweedse komische avonturenfilm. Vlak voor het feest ter ere van zijn 100e verjaardag losbarst, klimt Allan uit het raam en verdwijnt. Hij begint aan een avontuurlijke roadtrip.",https://images.npo.nl/header/2560x1440/847882.jpg,https://www.npostart.nl/de-100-jarige-man-die-uit-het-raam-klom-en-verdween/POMS_S_KN_6660655,4
2451,2451,Klaas Kan Alles ,"Klaas van Kruistum bewijst dat hij (bijna) alles kan! Hij gaat 'onmogelijke' uitdagingen aan, oefent de meest moeilijke beroepen uit en daagt mensen die toppers zijn in hun beroep uit om het tegen hem op te nemen.",https://images.npo.nl/header/2560x1440/klaas_kan_alles_cdn_header-1610462658.jpg,https://www.npostart.nl/klaas-kan-alles/KN_1678921,2
2452,2452,God Only Knows ,De hulpeloos ogende Thomas zit overspannen thuis en laat zich welgevallen dat zus Doris zich als een moeder over hem ontfermt. Doris' overbezorgdheid werkt zus Hannah echter op de zenuwen.,https://images.npo.nl/header/2560x1440/1483805_cdn_header-1615806817.jpeg,https://www.npostart.nl/god-only-knows/POMS_S_VPRO_16296484,2
2453,2453,Het Zandkasteel ,"Toto, Sassa en Koning Koos wonen samen met hond Finnie in Het Zandkasteel. Zij beleven daar kleine avonturen die peuters aanspreken. De drie hebben heel bijzondere neuzen. Als ze zand in hun neus krijgen, dansen ze de neuzenkriebeldans. Deze dans nodigt peuters uit om mee te bewegen. De drie karakters gaan op een vriendelijke, ondersteunende manier met elkaar om. Toto en Sassa willen alles zelf oplossen. Dat kan en mag mis gaan. Maar als het lukt, glimmen ze van trots. Dat geeft hen zelfvertrouwen.",https://images.npo.nl/header/2560x1440/GH940276a_cdn_header-1589972168.jpg,https://www.npostart.nl/het-zandkasteel/VPWON_1256934,10
2454,2454,Ja Ik Wil; de hindoestaanse liefdesmarkt ,In dit tweeluik wordt onderzocht hoe jongeren staan tegenover het huwelijk en partnerkeuze. In hoeverre laten ze zich leiden door de oude tradities of zijn ze op zoek naar modernere manieren om aan de man of vrouw te geraken?,https://images.npo.nl/header/2560x1440/900680.jpg,https://www.npostart.nl/ja-ik-wil-de-hindoestaanse-liefdesmarkt/VPWON_1274809,14
2455,2455,De droevige kampioen ,"Docudramaserie over internationaal tafeltenniskampioen, rokkenjager en ondernemer Robert Hosé. Opgegroeid in één van de armste wijken van Curaçao, werd de bevlogen, charismatische, Nietszche lezende sportheld begin jaren 70 hét rolmodel van een nieuwe, zelfbewuste generatie zwarte Antillianen.",https://images.npo.nl/header/2560x1440/Droevige_kampioen_2_cdn_header-1617014533.jpeg,https://www.npostart.nl/de-droevige-kampioen/VPWON_1291624,2
2456,2456,Geloofsgesprek ,Een spiritueel gesprek dat als context dient voor de aansluitende eucharistieviering. Geloofsgesprek en eucharistieviering komen uit hetzelfde bisdom.,https://images.npo.nl/header/2560x1440/Leo_Fijen_Geloofsgesprek_cdn_header-1590050290.jpg,https://www.npostart.nl/geloofsgesprek/KN_1677300,2
2457,2457,Teletubbies ,"Avonturen van Dipsy, Po, Tinky Winky en Laa-Laa.",https://images.npo.nl/header/2560x1440/745784.jpg,https://www.npostart.nl/teletubbies/POW_02934232,8
2458,2458,10xBeter ,10xBeter is een consumentenprogramma met in elke aflevering tips voor een beter leven. Presentator Harm Edens ontmoet bevlogen en inspirerende mensen die hun eigen visie hierop hebben.,https://images.npo.nl/header/2560x1440/9_okt_foto_10xBeter__Buiten_leven_Wier_plukken_in_Yerseke___copyright_NTR-1_cdn_header-1589887248.jpg,https://www.npostart.nl/10xbeter/POMS_S_NTR_059956,10
2459,2459,Codewoord Koekoek ,In Codewoord Koekoek zet Villa Achterwerk voor 1 dag een jonge acteur in een klas. De klas denkt dat dit hun nieuwe klasgenoot is. Ze weten niet dat er geacteerd wordt. Het programma draait om de reacties van de groep op deze nieuweling. Vinden ze hem of haar leuk of blijven ze liever uit zijn buurt? Zijn er kinderen van plan om vrienden met hem te worden?,https://images.npo.nl/header/2560x1440/codewoord_koekoe_cdn_header-1590094781.jpg,https://www.npostart.nl/codewoord-koekoek/POMS_S_VPRO_113387,10
2460,2460,Beestieboys ,Dierenvrienden Nicolaas Veul en Tim den Besten zoeken uit hoe het eigenlijk is om een dier te zijn. Zo gaan Tim en Nicolaas op zoek naar de dierenverhalen achter Marktplaatsadvertenties en in 'In de Geest van Het Beest' onderzoekt Nicolaas de spirituele band tussen mens en dier.,https://images.npo.nl/header/2560x1440/Beestieboys_poezenvrouwtjes_credits_David_Cenzer_cdn_header-1632403793.jpg,https://www.npostart.nl/beestieboys/VPWON_1260825,2
2461,2461,YOUP. ,"Een portret van Youp, gemaakt door programmamaker Hetty Nietsch. Hierin vertellen verschillende collega-cabaretiers over wat Youp voor hen en het Nederlandse cabaret betekent.",https://images.npo.nl/header/2560x1440/1522624.jpg,https://www.npostart.nl/youp/POMS_S_BV_16341288,2
2462,2462,Freeks Jungle School ,"In Freeks Jungle School geeft Nederlands bekendste bioloog prof. dr. Freek Vonk les over zijn favoriete dieren, zoals de schorpioen, de gorilla en de zeekoe, leerzaam was nog nooit zo cool!",https://images.npo.nl/header/2560x1440/2-fww0195-21_cdn_header-1632124408.jpg,https://www.npostart.nl/freeks-jungle-school/BV_101401535,12
2463,2463,Weekendcrashers ,"Vaarwel saaie avonden, welkom inspiratie voor een geweldig weekend. Weekendcrashers Iliass Ojja, Lou van Liebergen, Jasper Gottlieb, Loulou van Ravensteijn en Anne Heijligers laten hun creativiteit los op alles wat met het weekend te maken heeft en stellen een onverwachte en originele uitgaansagenda samen. Vanaf vrijdag 22 januari brengen de Weekendcrashers de beste remedie voor een saai weekend.",https://images.npo.nl/header/2560x1440/creditssemuelsouhuwat_1__cdn_header-1590007863.jpg,https://www.npostart.nl/weekendcrashers/AT_2050274,4
2464,2464,Het Uur van de Wolf ,"Documentaires waarin alle kunstvormen in de etalage worden gezet. Veelkleurige films van en over spraakmakende kunstenaars en artiesten; vol verhalen die getuigen van nieuwsgierigheid en een eigenzinnige visie. Documentaires gemaakt vanuit de verbeeldingskracht, die willen inspireren en verbinden.",https://images.npo.nl/header/2560x1440/Ogen_van_de_wolf_01_cdn_header-1598948362.jpg,https://www.npostart.nl/het-uur-van-de-wolf/POMS_S_NTR_16247849,2
2465,2465,Der Untergang ,"Hitler brengt de laatste dagen van zijn heerschappij door in zijn bunker onder Berlijn. Omringd door het Rode Leger bevindt hij zich, samen met Eva Braun, in een benauwende, uitzichtloze situatie.",https://images.npo.nl/header/2560x1440/1380910.jpg,https://www.npostart.nl/der-untergang/POMS_S_NTR_16071664,2
2466,2466,Pasen ,Diverse programma's rondom pasen.,https://images.npo.nl/header/2560x1440/1215257.jpg,https://www.npostart.nl/pasen/POMS_S_KRO_8152616,2
2467,2467,Greyzone ,"Als een terroristische aanslag in Scandinavië op til blijkt, bundelen de Zweedse en Deense veiligheidsdiensten hun krachten in een uiterste poging om deze te voorkomen. Door de hoge tijdsdruk en de aanhoudende dreiging lopen de emoties bij de betrokkenen hoog op.",https://images.npo.nl/header/2560x1440/1082885.jpg,https://www.npostart.nl/greyzone/POW_03859021,0
2468,2468,Yentl en de Boer de Serie ,Yentl en de Boer de Serie is een vierdelige muzikale comedyserie met een mix van het beste materiaal uit hun theatervoorstellingen en gloednieuwe sketches en liedjes.,https://images.npo.nl/header/2560x1440/yentlendeboerhiresivo-10_cdn_header-1630590126.jpg,https://www.npostart.nl/yentl-en-de-boer-de-serie/BV_101406927,3
2469,2469,De Entertainer ,"Paul de Leeuw is gevolgd door een cameraploeg in een enerverend jaar van twijfel, emotie en wederopstanding met nieuwe televisieplannen, een autobiografisch kookboek en de opnamen voor een nieuwe cd. Achter de coulissen wordt duidelijk hoe het bedrijf De Leeuw werkt, wie de man is achter de entertainer en hoe eenzaamheid en euforie elkaar opvolgen.",https://images.npo.nl/header/2560x1440/941864.jpg,https://www.npostart.nl/de-entertainer/POMS_S_VARA_124089,2
2470,2470,Hart en Ziel ,"Tijl Beckand reist elke avond naar een andere plek in Europa, om het verhaal achter bekende klassieke muziekstukken te ontdekken.",https://images.npo.nl/header/2560x1440/hart_en_ziel_bckgrnd_cdn_header-1590042547.jpg,https://www.npostart.nl/hart-en-ziel/AT_2043470,2
2471,2471,De Arabische Storm ,Vijf jaar na de Arabische Lente onderzoekt journalist Sinan Can hoe de revolutie van hoop tot chaos en strijd heeft geleid.,https://images.npo.nl/header/2560x1440/De_Arabische_Storm_Sinan_Can_cdn_header-1590008564.jpg,https://www.npostart.nl/de-arabische-storm/VARA_101377839,3
2472,2472,SPLNTR! ,"Splinter Chabot ontvangt in zijn talkshow jonge, spraakmakende en niet alledaagse gasten uit de wereld van kunst, cultuur, politiek en media. Met open vizier zoekt hij bijzondere verhalen en kleurrijke anekdotes. Verschillende gasten praten over hun drijfveren, uitdagingen en eventuele obstakels.",https://images.npo.nl/header/2560x1440/ruudbaan-avrotros-splinter3197_cdn_header-1635328651.jpg,https://www.npostart.nl/splntr/AT_300000349,11
2473,2473,Armada's Organizer ,,https://images.npo.nl/header/2560x1440/218134.jpg,https://www.npostart.nl/armadas-organizer/POMS_S_NCRV_505644,2
2474,2474,De maanlanding: 50 jaar na de eerste stap ,Claudia de Breij en André Kuipers presenteren precies vijftig jaar na de iconische maanlanding van Apollo 11 een speciale avond om het grote maanavontuur opnieuw te beleven.,https://images.npo.nl/header/2560x1440/1243042.jpg,https://www.npostart.nl/de-maanlanding-50-jaar-na-de-eerste-stap/POMS_S_KN_15617206,9
2475,2475,Kamp Van Koningsbrugge,Bekijk seizoen 2 van Kamp Van Koningsbrugge op NPO Start.,https://images.npo.nl/header/2560x1440/kamp_van_koningsbrugge_dai-jeroen-ray__1__cdn_header-1602847396.jpg,https://www.npostart.nl/kamp-van-koningsbrugge/AT_2138293,2
2476,2476,NCRV Dokument ,Dokument staat garant voor spraakmakende en betrokken sociaal-maatschappelijke documentaires.,https://images.npo.nl/header/2560x1440/Uitgebloeid1_0_cdn_header-1589900316.jpg,https://www.npostart.nl/ncrv-dokument/POMS_S_NCRV_059862,2
2477,2477,Tweestrijd ,Wat gebeurt er als een terminaal zieke en een suïcidale jongere elkaar ontmoeten? Zij trekken een jaar samen op om elkaar beter te leren kennen. Zij verkennen elkaars perspectief op leven en dood.,https://images.npo.nl/header/2560x1440/1030999_cdn_header-1586165416.jpg,https://www.npostart.nl/tweestrijd/VPWON_1266384,14
2478,2478,Slaapkamers ,Hoe is het gesteld met de liefde in Nederland? Regisseur Pieter Kramer sprak met uiteenlopende stellen over de kwaliteit van hun relatie.,https://images.npo.nl/header/2560x1440/Slaapkamers21_cdn_header-1589904495.jpg,https://www.npostart.nl/slaapkamers/VPWON_1283086,12
2479,2479,De Amazone ,Sandra Korstjens trekt diep het bos in op zoek naar verhalen van de bewoners van de Amazone.,https://images.npo.nl/header/2560x1440/De-Amazone_cdn_header-1628779957.jpg,https://www.npostart.nl/de-amazone/BV_101396510,2
2480,2480,Naches ,"Een inkijkje in het leven van een Joodse Nederlander. Zo vlak voor het slapen gaan tovert de hoofdpersoon nog even een glimlach op ons gelaat, brengt een relativering of een vrolijke noot.",https://images.npo.nl/header/2560x1440/1065019.jpg,https://www.npostart.nl/naches/VPWON_1283034,10
2481,2481,Kriya yoga 2012 ,"Reportage over kriya yoga, spirituele oefeningen gebaseerd op de beheersing van de ademhaling. Via meditatie en lichaamsoefeningen wordt verbinding met het Goddelijke in de mens gezocht.",https://images.npo.nl/header/2560x1440/99824.jpg,https://www.npostart.nl/kriya-yoga-2012/POMS_S_OHM_127990,2
2482,2482,DWDD Summerschool ,"De Wereld Draait Door presenteert deze zomer weer vier Summerschools, korte colleges van bevlogen sprekers. Dit jaar zijn het Waylon, Bart Van Loo, Femke van der Laan en Diederik van Vleuten. Ze nemen ons mee in de wereld van outlaws in de countrymuziek, Bourgondiërs, leven met verdriet en ontdekkingsreizigers.",https://images.npo.nl/header/2560x1440/DWDD_SS_SUN_cdn_header-1587167932.png,https://www.npostart.nl/dwdd-summerschool/VARA_101379343,6
2483,2483,Sinterklaasjournaal,Nieuws en achtergronden van vlak voor de intocht tot aan de verjaardag van Sinterklaas.,https://images.npo.nl/header/2560x1440/SL_Sinterklaasjournaal_2021_cdn_header-1636387466.jpg,https://www.npostart.nl/het-sinterklaasjournaal/VPWON_1262922,4
2484,2484,Zoek de verschillen ,"Joodse, islamitische en hindoejongeren logeren bij geestverwanten elders in de wereld.",https://images.npo.nl/header/2560x1440/944191.jpg,https://www.npostart.nl/zoek-de-verschillen/VPWON_1280905,6
2485,2485,De kinderen van Ruinerwold ,"Ruinerwold wordt wereldnieuws als een verborgen boerderij wordt ontdekt, waar jarenlang een gezin in het geheim en ongeregistreerd leefde. De vier oudste kinderen doen eenmalig hun verhaal aan documentairemaker Jessica Villerius.",https://images.npo.nl/header/2560x1440/De_kinderen_van_Ruinerwold_v2_cdn_header-1633182271.jpg,https://www.npostart.nl/de-kinderen-van-ruinerwold/BV_101404936,10
2486,2486,Vroeger was het anders ,Gingen kinderen vroeger ook naar school en hoe ging dat dan? Vroeger was het anders gaat over verhalen uit het verleden.,https://images.npo.nl/header/2560x1440/vroeger_was_het_anders_cdn_header-1587199624.jpg,https://www.npostart.nl/vroeger-was-het-anders/POMS_S_NTR_124838,10
2487,2487,Keuringsdienst van Waarde: terug naar de basis ,Speciale reeks van de Keuringsdienst van Waarde waarbij de verslaggevers in de geschiedenis van de meest populaire producten uit de Nederlandse supermarkt duiken.,https://images.npo.nl/header/2560x1440/902016.jpg,https://www.npostart.nl/keuringsdienst-van-waarde-terug-naar-de-basis/KN_1690548,2
